Business_Name,User,Rating,Date,Review_Text
Domino's Pizza Madurai,Subin Thankachan,1.0,6 months ago,"I had opted for delivery in train and I placed the order around 8pm. My train reached Madurai around 10.30. I got my order also but it was completely cold as if the order was prepared at 8pm itself. Not even warm also. It was probably kept in room temperature for more than an hour. The pizza crust was white and uncooked and had a rubbery texture. The toppings too were bare minimum. Majority of the time when I travel via train I order from Dominos and all my previous orders were at least warm if not hot. This was my worst experience. Never order from this outlet. In app also if I want to give a feedback, the app chatbot says no recent order found. Help section in Dominos app is completely waste."
Domino's Pizza Madurai,Rashmi Vohra,1.0,7 months ago,The washroom was so dirty. Dominos must understand that customer will go for hands wash after having food and hand wash facility must be good but instead the washroom was full of garbage and trash and foul smell. I wish such a big chain could provide an employment to one washroom cleaner.
Domino's Pizza Madurai,KALADHARAN S,1.0,11 months ago,"I was ordered zomato on Dominos pizza Mini Garlic Cheesiken Rice, Mini Hot & Fiery Cheesiken Rice very low quantity & Not good quality food 😡through to Garbage 🗑️ Don't buy & Don't try"
Domino's Pizza Madurai,Senthil Anandh,4.0,a year ago,"We visited the Dominos Pizza, Ponmeni Branch in Madurai on a Sunday evening and the restaurant was fully crowded. We actually planned for dine in but due to the crowd we opted for take away.

Dominos pizza has always been a perfect choice for satisfying pizza cravings. They have a wide range of both non vegetarian and vegetarian pizzas. They offer many innovative toppings too.

They have high chairs for kids. This restaurant can handle 30 to 40 customers at a time. Due to small dining area, the atmosphere was much noisy. The space could have been a little bit larger.

We have to park our vehicles on road side. They also offer online ordering with tracking facility.

A reliable place for delicious pizza."
Domino's Pizza Madurai,Nagarajan M,1.0,4 months ago,"Worst Experience today with this shop, Food ordered by 11.32am and same delivered by 1.21 almost delivered after 2hr approx.. No response from shop side no right info about delivery and food was delivered as chill. Delivery person promised to deliver within 5mins but delivered after 40mins..

Worst Experienced…"
Domino's Pizza Madurai,Sudharshan Shiva,1.0,7 months ago,Very poor service from domino’s - worst billing person ever- i went to the shop yesterday and i ordered a pizza and garlic bread and the person from billing point advised me to wait there is some issue in generating QR code for payment so no issues we will take yourrr order for now u may wait for 20 mins after 20 mins i went to ask him he responds vigorously that i said wait for 20 mins dont u even wait for that time - i replied to him i just want to know that whether my order is taken or not he said its taken u wait for another 5 mins we will call you again i waited for 30 mins i came by 9 -at that time its 10-10 - then i asked him wheres my order sorry sir its not billed yet now ill take ur order it wil take another 15 mins. Is this how u treat your customer. I simply asked him to cancel the order and left from there without having anything at that time 10-20 pm . Yesterday i faced this issue and the worst person replied with an atitude not even aplogized . Worst experience from domino’s and for your information i went there to have dinner wid my family
Domino's Pizza Madurai,Praveen Kumar,1.0,7 months ago,"My experience with this Domino's location was extremely poor, both in terms of service and food quality.
I placed an order through the app, but the order status was not updated for over an hour. Despite repeatedly trying, they did not answer my phone calls, which is unacceptable for a quick-service restaurant. Furthermore, even though I chose the ""Drive-Through"" option, they failed to deliver the pizzas to the car, forcing me to go inside.
The food itself was a major disappointment. The taste of both the Chicken Barbecue Pizza and the Double Cheese Margherita were terrible.
Overall, the lack of communication, failure to provide the promised service, and poor food quality make this a location I cannot recommend."
Domino's Pizza Madurai,surya ram,1.0,5 months ago,"Message to the Franchise Owner

This is beyond disappointing. I scheduled my order for 1 PM, and by 2 PM it still wasn’t delivered. If this is how your store operates, it’s only a matter of time before customers walk away and this outlet starts losing business.

People don’t tolerate unreliable service — especially not from a brand like Domino’s.
If this continues, your store won’t just get bad reviews… it will eventually shut down from repeated customer loss."
Domino's Pizza Madurai,Ahila Devi,3.0,4 years ago,Awesome pizza. I loved my favourite Indi tantoori panner 🍕 with extra cheese. It was really great with pepsi. Also the chicken boneless wings but got only 4 small pieces. Whatever the taste was good.
Domino's Pizza Madurai,palani visalakshi,5.0,6 months ago,"Ordered volcano pizza, chicken BBQ pizza, videshi pizza,chicken keema pizza ,all tastes awesome.if u are a cheese lover must try volcano pizza.coupon codes are really useful.worth the money . Atmosphere need to improve"
Domino's Pizza Madurai,Shrija Sanjana,1.0,3 months ago,Very worst delivery timing. It takes more than 1hr 30mins for the pizzas to be delivered and the pizzas are not even hot. It happens when you order through their website and even through swiggy. Few days ago there were no oregano or chilli flakes given and when asked the delivery person said they dont have enough stock.
Domino's Pizza Madurai,CK Vlogs,3.0,3 years ago,"Nyce place to spend a time if you haven't any work..they made us to wait for more than 30 minutes, personally I don't like.. If you like to experience in any western food style,may be it suits for you."
Domino's Pizza Madurai,Meenambikai Mba,1.0,7 months ago,"I ordered  valcano cheese pizza, taste wise very worst. I am extremely disappointed for recent order. 2& half hrs delivery delayed. Quality Getting worse these days."
Domino's Pizza Madurai,Srimathy S,1.0,4 months ago,Kindly dont order in online or dine here.. they won't provide food ontime.. worse place..
Domino's Pizza Madurai,Abdullah,4.0,Edited 4 years ago,Nice and epic one but the taste was okay and it differs time to time sometimes the taste was extraordinary sometimes I can't even complete one single pizza
Domino's Pizza Madurai,Sahul Hameedu,1.0,11 months ago,"Worst service here, very rude manager here not satisfied, they served a old pizza, not a fresh pizza....."
Domino's Pizza Madurai,ROSHAN KUMAR,5.0,Edited 2 years ago,We had Margherita regular and a garlic bread it was very tasty and delicious 😋
Domino's Pizza Madurai,Chinthu Gilbert,3.0,3 months ago,It's ok. I went with my family but they said dine in closed they could have allowed us for 10 min to eat. Poor business strategy.
Domino's Pizza Madurai,Sharon Daniel,1.0,9 months ago,I don’t really understand how you guys work I ordered a combo around 2:14 am online through app says and shows ur location and address till now uh guys are telling it’s delivering  now it’s 3:16 first of all have given wrong no idk why second if the shop is closed by 11pm why accepting the order post 12 I want my money back kindly check your order id #394 if not certain actions will be taken note it once I have complained then you guys are sending then again now the delivery partner is on traffic wow by morning sort it and refund my money
Domino's Pizza Madurai,Meeresh V,1.0,Edited 3 years ago,"No covid guidelines followed... and thermo check and the way they do ""no contact"" delivery is just for the namesake... at last takeaway takes hell lot of time even if you ordered 1 single veg pizza. They move like sloth... token counter won't work and so their deliver the preferred people first and hence you had to wait..  why then hell they won't give you the token bill.. when I asked they me the number but won't give me the bill. When they come out they call for name and not token. So how will you know what token is served... get educated and follow the simple rules that you have implemented. The token led monitor is switched off all the time. Stupid people won't respond at all if question them. So if you go there, dont expect the typical procedure that is being followed in other dominos store. Anyway there is near by kfc always.."
Domino's Pizza Madurai,karthi karti,1.0,3 months ago,Worst ever franchise. almost waited for 2 hours for delivery . soon this branch will be closed . pls dont order here .
Domino's Pizza Madurai,Yugandhar G,3.0,Edited 3 years ago,"Nice...but be very very careful before ordering Large size pizza. They r not putting normal qty of toppings also.

When complaint raised, thy replied next time inform us while ordering we will take care.

So if u ask then only thy will put toppings properly otherwise thy don't want to maintain quantity for the money thy r charging.

Search nd tell how many paneer pieces r thr in tht pic.Thats a large size indi tandoori pizza (800 INR).

Every were thy put more toppings for large pizza, here in kalavasal it's reverse, we have to ask them to put for normal quantity also."
Domino's Pizza Madurai,Madhu Muthu,1.0,7 months ago,"Yesterday I have ordered but they didn't deliver coca cola , chilli flakes , oregano
( In Kasu matum vanga theriyudhu nala olunga kuduka Theriyala) very very worst shop I ve ever seen delivery late no proper packing very worst"
Domino's Pizza Madurai,Ibrahim Moosa,4.0,5 months ago,"I was ordered a pizza form dominos, I was enjoying to eat every pieces of pizza, It was made by very hygiene and good serving peoples"
Domino's Pizza Madurai,Ash,1.0,3 months ago,No more custom toppings on pizza… and sadly we would see an automated reply here asking me to email them and claiming we are the biggest part of their community… bull..
Domino's Pizza Madurai,praveenkumar ravi01,1.0,8 months ago,"Waste Domino's I have ever seen.
I have ordered before 1hrs30 mins.
But still they didn't delivered.
I tried to complain but no response.
If you can't answer the phone call pls through the phone away."
Domino's Pizza Madurai,raja prabhu,1.0,7 months ago,"the worst service , i wont recommend this domino’s in my life… And they are saying 30 minutes never they made it and in the app they will pause after 9 minutes in the delivery time, really waste."
Domino's Pizza Madurai,TriUnity,1.0,10 months ago,"Madurai Bypass road branch. I have made my first order today, order time 1:38PM. After calling the store and reminding them 2 times they dispatched my order. Delivery time 2.36PM.
The outlet is just 1km away from my home.
There was no intimation of delayed delivery or apology neither.
On a smart move the store people haven't updated the delivery status in the app. So it means that order was not delivered as per app. So you can't raise complaint.
So Domino's 30mins guarantee delivery is fake."
Domino's Pizza Madurai,prasanna kumar,4.0,Edited 2 years ago,"Everything was good.. only one issue, they are not allowing pizza to be converted into meal, even though it's displayed in their menu. They said it can be done only for online orders, then what's the point of displaying it on screen..."
Domino's Pizza Madurai,S.vignesh Waran,1.0,7 months ago,"Worst service don't place order online , they took 2hours + to deliver their product, I'm extremely disappointed"
Domino's Pizza Madurai,Parveen banu,1.0,4 months ago,The order was so delayed and we received it after an hour of order and the food got so dry.
Domino's Pizza Madurai,राजस्थान संस्कृति भारतवर्ष,5.0,9 months ago,"have tried many pizza places in the area but none compare to the quality and taste of New York Pizza and Pasta. The pizza was cooked to perfection and the toppings were fresh and flavorful. The pasta dishes were also delicious. Highly recommend!
Brian K
I recently tried New York Pizza and Pasta and was blown away by the quality of the food. The pizza crust was crispy and the toppings were fresh and flavorful. The pasta dishes were also delicious. I will definitely be back!

I was craving some authentic New York-style pizza and I found it at New York Pizza and Pasta. The pizza was cooked to perfection and the toppings were delicious. I also tried the spaghetti and meatballs and it was amazing. Highly recommend!
Jon Raji
The best pizza I have ever had! The crust is thin and crispy, and the toppings are always fresh and flavorful. I especially love the pepperoni and mushroom pizza. The staff is also very friendly and accommodating.
Jena P
I have been a regular customer of New York Pizza and Pasta for years and I have never been disappointed. The pizza is always fresh and delicious, and the pasta dishes are equally as satisfying. Highly recommend!
Alex H
If you like thin crust traditional New York style pizza, then you're gonna love this place! Crust is perfect, (we always ask for well done), and sauce is good and not too heavy. You always know you're going to get a good pizza when you order from these guys.
Rocklin
Love this spot! I used to live in NJ/NY and NY pizza is the best pizza hands down. Since I've moved back to CA, i don't see pizza the same anymore. So long I've yearned for NY pizza, then a family member recommended this place and I cannot stop raving about it! Their pizza is soooooo great! Thin crust, not too much sauce or dough period. Toppings are fresh and they even have the option of take-n-bakes! Prices are so fair compared to the franchised pizza out there. I seriously want this spot to be tried by everyone BUT at the same time, selfishly, i want it all to myself. I don't live in the same area as this pizza place, but i make excuses and go out of my way just to pick up a couple pies. At least I have a little NY in Cali .
Kris L
reviewed New York Pizza & Pasta — 5 star
February 19 ·
Great little place to eat. Food is delicious. The young counter girl was very nice and attentitive. Will definitely be going back.
Larry Wightman
My husband has been trying to get me here for months. It is awesome he loves the Philly cheese steak !! We got that and a slice of pizza and split it down the middle. It was amazing and soo much food we had left overs. However we must not have had enough, we live in Oakland but are headed back right now to introduce my son to some of this deliciousness.
mamma garcia
Five stars for driving to Martinez when there are some other joints way closer but wont drive a extra 50 feet for delivery. 5 STARS FOR THE Pizza they are alway good never smothered in sauce A+ for that food is always hot. Now when it comes to customer service only 2 stars i ordered the half baked BBQ Chicken well not what i ordered no bbq so called jusf to make sure i didn't order it wrong nope i ordered bbq so instead of saying hey sorry let me take a couple bucks off your next order you want to bring me BBq sause. No thanks note to self stick to the pizza or calzone awesome. Roast the bbq sause on the chicken just saying and not being a ass but the English is rought hard to understand just a fyi"
Domino's Pizza Madurai,sabari vasagan,3.0,4 years ago,Loving to eat Domino's Pizza compared with other. But I felt bad compare with Kodaikanal Domino's Pizza. It's is more cheesy compared with madurai. Lots of difference in Madurai and Kodaikanal Domino's shop. So that I gave 3star rating
Domino's Pizza Madurai,N Solaiyammal,5.0,4 years ago,Nice place to chill out..eat pizza...I liked taste thr...we enjoyed..reasonable price..we went kalavasal branch at madurai..nice view ...can see vehicle or ppl...because thy placed chairs to see.. opposite to road..must try
Domino's Pizza Madurai,Ashish Kumar,4.0,2 years ago,Recently I tried the videshi hot sause pizza and it was awesome. I vibe here is good for both friends and family.
Domino's Pizza Madurai,Anusha Chandrasekaran,1.0,a year ago,"I recently visited Domino's pizza bypass road.
Here is my honest review.

1. The cooking place was maintained unclean.
2. It has only one washroom where everyone needs to wash their hand inside and it was stinking horribly.
3. The pizza was delivered fast but the vegetables was cut in a very bad random manner.
4. They did not have pizza mania and casually said we are not taking those orders, which realized they where ready to take only pizza above 200rs.
5.Just decided we are not going to visit this place again."
Domino's Pizza Madurai,akilan m,1.0,10 months ago,Very bad that they were billed including cool drinks but didn't be supplied. If I call customer care only hindi teleprompter speaking. Wast of money 😧
Domino's Pizza Madurai,Jey Prakash (MJR),4.0,7 years ago,Good place to have fun while eating pizza and quiet nice designed interiors which partitioned for regular customers to celebrate special occasions like birthday and  all other events.
Domino's Pizza Madurai,Naveen,1.0,7 months ago,"I have ordered mini garlic cheesiken rice ,in this they forgeten to put the rice,they only added chiken and onion,very very worst experience."
Domino's Pizza Madurai,Haritha Thirumalai,1.0,a year ago,"The delivery services are poorly coordinated. It took almost an hours and half to deliver to a location 2km away from dominos. The packaging was broken and the pizzas were stale and cold with little toppings. A few sides were missing . When we contacted the store regarding this , we were given a proper response ."
Domino's Pizza Madurai,Sivaprakash Suresh,4.0,7 years ago,"Quite busy restaurant service level 👌👍 &
👷Dining is bad those tables are shaking we didn't have a pleasant dining😏 rest everything is super 😎😎"
Domino's Pizza Madurai,sundara varadhan,1.0,a year ago,"They are assuring 30 mins of delivery time. Bt every single time when i order. It'll take 1.5 - 2 hrs for delivery, even though the location is nearest to the shop. Is that fair 😡. Imagine a man with hunger order food believing that it'll be delivered in 30 mins. But it's upto 2 hrs😡😡. It's been months. Over more than 10 times consecutively. Gonna take statuary action against dominos 😡"
Domino's Pizza Madurai,Swathi Priya G ms24a083,1.0,a year ago,"ordered cheeseburst barely any cheese is found doing no justice for the name.no seasoning was provided stating the shortage of oregano in the outlet.what kind of explanation is this? how are we supposed to eat this dry bread after taking their sweet time to deliver even after placing a scheduled delivery? The irresponsible reply from the store for questioning this, they cut the call and switched off their phone. Yhey are not even ready to hear out the concern.Worst customer support and response for such a franchise. And this is not the first time we are facing this."
Domino's Pizza Madurai,Dr Balasubramanian Subburaj,1.0,3 months ago,"Pathetic place
No hygiene at all
Never visit"
Domino's Pizza Madurai,Barath T,5.0,8 years ago,"Very good place, neat and clean, servers tasty food"
Domino's Pizza Madurai,Bala,5.0,8 years ago,good place for party times.. delicious pizzas.. very polite staffs.. cheese burst ban with peri peri pizza is my damn favourite.. try it once..
Domino's Pizza Madurai,Vasanth M Shanmugam,1.0,4 years ago,Don’t visit this place. There is no place to wash hands separately. I will not recommend this place to anyone
Domino's Pizza Madurai,Mahesh M,4.0,4 years ago,Nice place to hangout with friends .. reasonable price ... The view is good with the road side. Taste is also good
Domino's Pizza Madurai,Thenrajan Mathialagan,3.0,4 years ago,Ambiance was OK.. Pizza was not up to the mark like in other locations.. Server was down at this location and had to order it online via Mobile app which took time.
Domino's Pizza Madurai,Ashokraj Ramachandran,1.0,a year ago,"I have been waiting for two hours for my pizza, and it was very cold.very cold"
Domino's Pizza Madurai,Venkatesh A,5.0,6 years ago,"If you think Madurai is only famous for Idlys then visit here you regret it.

Taste was well maintained and ambience also nice as usual Domino's outlet."
Domino's Pizza Madurai,Srsp Home,1.0,11 months ago,"*No separate handwash, but there is one inside the small unclean toilet without water.
Almost Lost my apitation....
*Noise screen curtain..
*Took almost 40minits to deliver on the table.. with wet weper.. no crisps.."
Domino's Pizza Madurai,KAMALAKANNAN C,4.0,3 years ago,Freshly Baked. Costly. Always South Indian Food is good for health.
Domino's Pizza Madurai,Anusha Baskaran,5.0,3 years ago,Bit expensive but quality... Tried their new roti pizza ... Ok type... Mainly i love pizza and burger there. My husband likes the choco lava cake.
Domino's Pizza Madurai,getout raja,1.0,10 months ago,"I have order stuffed garlic bread in that they have studfed rotten onion i am unable to eat it,, such a worst thing and also i am unable to book a complaint regarding it in the app… Seriously you guys are going worst….i am fully disappointed with you guys…"
Domino's Pizza Madurai,rajkumar Thirumalaikani,3.0,5 years ago,"taste and everything are fine,but for dine-in there is no much space sit during peak days"
Domino's Pizza Madurai,Kishore Kumar,1.0,a year ago,Never delvers on time. Delivery person once picked the order from store he will request the customer that he will change the order status to delivered and will promise to deliver in 10 minutes irrespective of the distance he has to travel. But will deliver multiple deliveries and will reach us after one hour and the pizza will be like dash.
Domino's Pizza Madurai,Anish Krishnan J,1.0,a year ago,"One of the worst outlets in Madurai. I ordered just two garlic breads, and they were delivered after 2 hours. Forget their ""30-minute guarantee""—it's completely fake. The response from the store manager was terrible; he even blocked my number when my order was delayed.

That's just one part of the issue. Trying to complain to Domino's is another ordeal. You won't get a refund or connect with a live agent to resolve the problem immediately. They usually respond within 24 hours, by which time the issue has resolved itself. Worst experience ever!

This isn't the first time either. I'm posting this to warn others. Think twice before making a payment. If you still want to order, use cash on delivery—it’s the only way to feel somewhat safe."
Domino's Pizza Madurai,Viswa Nath,1.0,Edited 5 years ago,zero contact delivery be like this they didn't deliver to door step we need to pick up the order in some location even if its raining. the delivery guy told its out of zone so we cant delivery. The manager of the dominos plese dont accept the order if its out of Zone
Domino's Pizza Madurai,manoj kumar,4.0,4 years ago,"Seriously compared to any kind of junk food (non healthy😜) restaurant like kgc, subway or pizza hut this is the king of junk food

And It's also affordable price it's taste too"
Domino's Pizza Madurai,Dharini Arumugam,2.0,a year ago,"Hi,

We are regularly ordering from dominos bypass branch. This time we are waiting for 2 hour to get our order we did everything to reach them but couldn't we didn't get proper apology or notification also to wait this time we was totally disappointed hope this will not happen again to any customer.if it's getting delayed by your own delivery partner let customer know first"
Domino's Pizza Madurai,Monika Gupta,1.0,a year ago,"Complaint Regarding Delayed Pizza Delivery - Order #308 Placed at 9:04 PM on 13 October

Dear Domino's Support Team,

I am writing to express my dissatisfaction with the delivery service for my order #308, which I placed at 9:04 PM on 13 October. My order included 1 Peppy Paneer pizza, 1 garlic bread, a Pepsi combo, and 1 cheesy dip. Despite the order being placed over an hour earlier, the delivery had not arrived by 10:30 PM. When I finally received a call from the delivery person at 10:30 PM, I was informed that he was still at the store.

This level of service is unacceptable, and I would like to request an explanation for the delay, as well as appropriate compensation for the inconvenience caused.

I hope this matter Here’s your updated complaint:"
Domino's Pizza Madurai,Rajiv Rathnakaran,3.0,a year ago,"Places order for Farmhouse Pizza through Zomato and even after waiting for 90 minutes did not receive the pizza and also no update of my delivery.
Finally went to Dominos outlet to pick up the order, if not gone to outlet then I could have received the pizza for dinner.
No proper response from the team in the outlet for the delay.
Worst service."
Domino's Pizza Madurai,Naaga,4.0,a year ago,The taste is good. Preparation is quick. The place is usually busy. Like every Dominos there is only one wash basin and that is inside the restroom. Parking your car can be a challenge.
Domino's Pizza Madurai,nardeep bk,1.0,a year ago,"After seeing this restaurant lost  hope jubilant....restroom is so pathetic After going in for handwash literally regerated y did even go in.

Over customer are standing and one guy sitting in from of the system didn't even bother to say plz next pos...just key customer stand..

I hope they take this seriously and work on basic hygiene"
Domino's Pizza Madurai,Rajesh Kumar,1.0,a year ago,"Most useless staff, liers and shammers. Worst experience ever. They made me wait for more than an hour and keep sending home deliveries. Also they lie of some over cooking so delay. All before us and after us have got theirs and only we didn't get. More over they are not refunding the money. ."
Domino's Pizza Madurai,Nathan N,4.0,7 years ago,"Chicken Tikka 🍕 Cheese Burst 👌 ,  Better service and Taste Than KK Nagar Franchise"
Domino's Pizza Madurai,Lakshmi Narasimman V,1.0,Edited a year ago,"ABSOLUTE GARBAGE! After blowing Rs. 2.4 LAKHS at this pathetic excuse of a Dominos outlet over 2+ years, I can say with RAGE and DISGUST that this is hands-down THE WORST Dominos on the entire planet! I've eaten at Dominos across the globe, and this place is an embarrassment to the brand.

Let me tell you just how INCOMPETENT these clowns are - I live a mere 1.2km away, yet these jokers take 45-50 minutes to deliver a pizza that's supposed to arrive in 30! And don't get me started on their LYING, SCHEMING delivery staff who falsely mark orders as ""delivered"" to cheat the 30-minute guarantee, then show up 20-25 minutes later with what can only be described as cardboard covered in frozen cheese.

The quality? ATROCIOUS! When served hot, it tastes great, but when delivered late, the pizzas are so revolting that even street animals wouldn't touch them—yes, even BACTERIA have higher standards than this place! Cold, dry, and tasteless doesn't even begin to describe the inedible discs they have the audacity to call 'pizza.'

And the store manager? What an absolute JOKE! This useless excuse for a manager has the NERVE to blame customers when we complain about their garbage service. Hey genius, maybe if you spent less time making excuses and more time doing your job, you wouldn't have your most valuable customer (ME - Rs. 2.4 LAKHS, remember?) ready to jump ship to Pizza Hut in a heartbeat!

Mark my words - keep this up, and you'll be out of business the SECOND another pizza place opens nearby. Your days of serving this disgusting excuse for food are numbered. I might be addicted to pizza, but even an addict has limits. This is ROCK BOTTOM!"""
Domino's Pizza Madurai,abi Jothi 1998,1.0,a year ago,Hello sir and mam yesterday I order barger and makkani paneer tikka i pay to 275 rs but your company members not send in my order please refund my money  .............
Domino's Pizza Madurai,SATHISH KUMAR,4.0,a year ago,Good taste not value for money don’t expect more
Domino's Pizza Madurai,Kenny Rogers,1.0,a year ago,"Very worst experience with choco lava with multiple times, they have given fake no in Zomato. In app also of we order they won't pick the calls.
Third or 4th time they have burnt and over cooked the lava. I have quaralled this time and got the replacement. Note the point : if 30 minutes delivery  guarantee has been and given and the order is late by even one min, dominos must given worth 300 pizza or they should minus the 300 from the bill you have order which they will say... Irresponsible answers from the people are there in billing. Very very worst.
Pls pls don't order after 8pm. They are not worth for it."
Domino's Pizza Madurai,Deepega G S,1.0,a year ago,"I placed an order with Domino's after an hour without delivery , I called the store. They informed me that my order would be canceled because it would take an additional 30 minutes, and they were unsure about the timing. Later this evening, I ordered again from the same store. After 90 minutes, I tried calling, but the line was busy. Eventually, they canceled my order after I had already waited 90 minutes. This happened twice today without proper explanation."
Domino's Pizza Madurai,Anu Shyaa,4.0,6 years ago,Place is congested and it will be crowded on weekends especially evening.
Domino's Pizza Madurai,Sangames Kumar,1.0,6 months ago,"Worst branch, no response and no delivery person assigned."
Domino's Pizza Madurai,suresh sureshpg,1.0,7 years ago,Worst quality only here at other outlets is nice. Brownie is very hard
Domino's Pizza Madurai,Keerthi Kalyan,1.0,a year ago,Worst worst service. Tried calling them for many times didn’t even picks the call. No update on order on app too such a worst branch.
Domino's Pizza Madurai,Saseentharkhan Saseentharkhan,1.0,a year ago,Very bad experience in my life time won't choose dominos ponmeni - don't know how to behave with customer order no 190 DTD 15-09-24  - teach how to speak with customer to Mr. Jeyakumar and surely will file a complaint against him for his bad customer service & Sanjay calling at 10 clock and asking pizza is deliver or not why disturbing us
Domino's Pizza Madurai,Nithyananda KR,4.0,8 months ago,Traditional Domino's services and taste not seen here
Domino's Pizza Madurai,Kalyani S,1.0,a year ago,"Kaalavasal It's name is dominos  but the pizza from bocs pizza it is the true name of the pizza it is very very very bad don't eat the pizza it will not worth  to eat  I another time said don't eat and order the pizza  the price in
250₹ but it will not worth to eat    I will think it  is local incridiants  it will very bad and not worth do eat  it 'S tast is very bad 👎👎👎👎👎👎👎👎👎👎😠😠😠😠😠😠😠😠👎👎👎👎👎👎👎👎"
Domino's Pizza Madurai,Josephine Selle,3.0,6 years ago,Apart from the pizzas here the wash room is horrible. No maintenance and no cleanliness...
Domino's Pizza Madurai,Dhatchina Moorthy,1.0,a year ago,Worst service.. we were waiting 10mins for ordering. No response from staffs.
Domino's Pizza Madurai,Lema Veluprabhakaran,1.0,a year ago,Never order from this place. All your online orders will be clubbed together and will be delayed by 90mins. They won’t pick up your phone and argue with you in store. Food is often stale and not fresh when delivered
Domino's Pizza Madurai,Vishak,2.0,4 months ago,"It has worsen, compared to how it was years ago."
Domino's Pizza Madurai,suresh palaniswamy,5.0,Edited 8 years ago,Here online order and delivery is more faster than dining
Domino's Pizza Madurai,vanita mdu,1.0,2 years ago,"I have ordered 4 different pizza manias day before yesterday for my kids.. Deliveryman delivered the boxes in damaged condition but the seal is intact..so I gave it to my kids.once they eat,within 2 hrs my kids had vomiting and diarrhea and followed by fever..For the past two days we are suffering with children..Please I request Parents not to order Pizza especially from this outlet..once I get a report from doctor,I am going to complaint them in food adulteration department."
Domino's Pizza Madurai,WooblyFingers,1.0,a year ago,"Even after ordering dine in , they wait till u reach the spot and only then start prepping the order. Not to forget had to wait 1 hr last time to get my order while ordering dine in"
Domino's Pizza Madurai,ketan gopale,1.0,a year ago,"I ordered pizza on train at madurai junction for dinner , , indi chicken tikka pizza and Chicken pepperoni stuffed garlic bread, ,  worst ever experience. . There were hardly 2-3 pieces of chicken tikka on pizza, , i felt like i was eating only the bread base, like m a begger. . And in chicken pepperoni stuffed garlic bread, , very few pepperoni slices and similar to pizza i felt like m eating only bread. . . I was not expecting it to be hot, coz i can understand train maybe late, ,but my train was on time. . . U served it cold, ,tht i accepted but atleast u can serve it with proper toppings and stuffings. . . If u cannot do tht, then stop serving on train. Never again i will order on train at madurai railway junction. ."
A2B Madurai,Lucy M,5.0,5 months ago,mahesh was amazing! he gave us excellent service we had a great experience. thank you mahesh😄😄😄
A2B Madurai,JALAJ KASHYAP,1.0,7 months ago,"No specialized south Indian dishes. Service is so slow that you'll have to run from pillar to post and chase the waiters yourself to even get menu, place order and get the food. By the time, the order shall arrive, in almost certainty your appetite shall be killed. And they will spoil the food and smile shamelessly after that."
A2B Madurai,Ahnna Lundstrom,5.0,2 months ago,Mahesh provided wonderful service. I feel at home at a2b. When I left my reading glasses on my first visit they had them waiting for me when I returned the next day. Fresh tasty food and the coffee is the best.
A2B Madurai,Kabilan S,2.0,10 months ago,A2b are waste at nowadays.Came to madurai for visiting temples and decided to have a lunch at A2B.I ordered meals which is 160 that is limited meals.In this branch has no special south indian meals.And the service was very poor not proper working to the table.Ambience was good it has 2 floor.Ground floor had tiffin and snacks.First floor had meals and related to it.It is located near vilakuthoon.
A2B Madurai,R.K Reddy,1.0,6 months ago,"Travelled Almost 6 KMs to Purchase Cashew Pakoda and Butter Muruku Finally Turned back with a disappointment as there was no stocks and this will reduce the faith of customers on A2B.

Poor Management…."
A2B Madurai,karthikkumar s,1.0,5 months ago,Worst experience at A2B madurai today 14 Dec 2025.waited 30 mint for a normal dosa..only 1 attender was there for while restaurant.. could see many done plates on almost all tables for more than 15 mints..many were leaving after waiting long time. Disa was very salty..worst.pls save the name of A2B
A2B Madurai,Racha King,2.0,2 years ago,"I don’t want to be rude but if you are sitting and eating on the table and you keep your bag on an empty chair that belongs to you then people should understand that. The person asked us to put the bag down on the floor but the floor was too dirty. We couldn’t put the bag on our laps as it was way too big for that due to close sitting arrangements. We could barely get up having no space between chairs. One female forcefully sat opposite to us while we were eating so we finally decided to get up and leave. The employee told her to sit forcefully.

There is no system. We were also waiting outside for people to finish so we could grab a table and eat, why do people have to behave as if it’s the end of the world. Maybe it’s normal here but usually never happened with us before.

Food was average and we never visited again after this. Employees look at you like you should eat and get out quickly. Food is meant to have with love and peace but this place just care about money making.

Good luck to the owner."
A2B Madurai,Pavitha,4.0,9 months ago,The food was good for the price and quatity . We had south indian meals . The service was good. They have lot of space . But at lunch you may end up in queue . So plan accordingly
A2B Madurai,Gianluca Crivellin,5.0,5 months ago,"I had a great experience at this restaurant. The place was very clean and well maintained, and the food was excellent, fresh, flavorful, and well prepared.
A special mention goes to Mahesh, whose table service was exceptional: attentive, friendly, and always professional. He really made the experience even more enjoyable.
Highly recommended, and I would definitely come back."
A2B Madurai,Madhu Kalepu,4.0,3 years ago,"Traditional A2B, we had South Indian Thali. Items should have been better. Ground floor offer breakfast, Sweets section. 1st floor has dine-in for lunch/dinner. Visit early to avoid waiting and rush. When we went for lunch at 12pm, no one was there but got crowded later on!"
A2B Madurai,Shiv SV,5.0,4 months ago,"Really liked the atmosphere. Took 1 rating away from food because of quantity of the mushroom and green peas biryani (which was yummy nonetheless). But we absolutely liked the taste of the veg biryani and the meals. Service by Ms. Chithra, she is quite is professional and prompt 👌🏽"
